lag,autocorrelation
143,0.04732645593118729
144,0.04457437940734571
145,0.042176820245472736
146,0.04018027412313507
147,0.038602796879954035
148,0.03746040186466565
149,0.036735478735881164
150,0.03640508893865141
151,0.03640789242768808
152,0.03668630690841329
153,0.03716113476846528
154,0.03776297137698397
155,0.03839928682512974
156,0.03901048755338145
157,0.039543152374731
158,0.03996530659749991
159,0.04024592704148013
160,0.0403692769792547
161,0.04031676633995711
162,0.04006992780855824
163,0.039613923086401985
164,0.03894965939367904
165,0.03807805853363204
166,0.037018212059177075
167,0.03579194231976019
168,0.03444129167961194
169,0.0330208004803095
170,0.031592927039160404
171,0.030228542712270937
172,0.029009918446194504
173,0.027995267541817987
174,0.027231384697174864
175,0.026760992877997786
176,0.026610045706051532
177,0.026793722498794196
178,0.02733331044639747
179,0.02823519365709744
180,0.02948616847792183
181,0.031046232746383857
182,0.03289243414700227
183,0.03497779091218175
184,0.0372421080880514
185,0.039612849491598205
186,0.0420125575033848
187,0.044347474378659296
188,0.04652506663916963
189,0.04847253338988413
190,0.050104665417981434
191,0.05135678282681723
192,0.05217790268979834
193,0.05253810422578025
194,0.052679507989705235
195,0.05235011721629472
196,0.051559444458230304
197,0.05031591135759287
198,0.048173462329553024
199,0.04569845025464417
200,0.04302096471704854
201,0.04025776389599987
202,0.03777689936933249
203,0.035437395731529604
204,0.03336466040459492
205,0.03165942691256084
206,0.03042336547034146
207,0.0297135481106392
208,0.02958887686848805
209,0.030067904766858472
210,0.030892444250007815
211,0.03226921191854389
212,0.034408042642772724
213,0.03698525272890819
214,0.040124677382067965
215,0.04341702796141673
216,0.04648473619363956
217,0.04940773215073036
218,0.05202188050725518
219,0.05415332330861625
220,0.055680720805302834
221,0.05647182548713205
222,0.056435752951984094
223,0.05551621336530529
224,0.053711235219748465
225,0.05104183174665821
226,0.047570656249782343
227,0.043401493607393156
228,0.03892568056334582
229,0.034069488264754026
230,0.029014943748656177
231,0.023946456390216152
232,0.018834132842343913
233,0.014135121378308687
234,0.00983958290606763
235,0.006409471386806383
236,0.0040319977795701374
237,0.0028585540195669406
238,0.0032066799218896545
